ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;26250;26250;2313;0;4320;0;-3990;3991;4320;3990;0.08811428571428571;0.000748952380952381;;417427;427229;4657;143342;417485;417336;436123;3665;10420707;417397
2;19;30240;30240;1571;0;3750;120;-3416;3535;3749;3536;0.0519510582010582;0.0006501322751322751;;283741;713649;9433;600631;297051;283676;301415;11980;11019725;283713
3;18;37800;37800;1299;0;3000;120;-2741;2860;2999;2861;0.03436507936507936;0.0005201058201058201;;234809;661810;5885;864436;251590;234715;251871;728006;12142198;234753
4;17;39375;39375;1773;0;2880;210;-2422;2631;2879;2632;0.04502857142857143;0.0004993015873015873;;320161;855833;27138;968732;342586;320039;619642;965110;11933936;320078
5;16;40000;40000;563;0;2835;45;-2548;2591;2834;2593;0.014075;0.0004915000000000001;;102212;856970;3735;1291295;108897;102117;527185;872411;11940596;102154
6;15;42000;42000;7100;0;2700;2100;-489;2584;2699;2589;0.16904761904761906;0.00046809523809523816;;1279703;2677375;4283;1395895;1555536;1279609;1718039;867806;11614861;1280605
7;14;45360;45360;1320;0;2500;305;-2013;2317;2499;2318;0.0291005291005291;0.0004334215167548501;;238600;2397999;11859;2686588;314290;238506;665089;2004520;11985458;238545
8;13;47250;47250;2927;0;2400;637;-1619;2255;2399;2256;0.061947089947089945;0.0004160846560846561;;527974;3135261;49649;2977191;646705;527879;953103;1566291;11787208;528035
9;12;50000;50000;1338;0;2268;384;-1680;2064;2267;2064;0.02676;0.0003932;;241830;3380013;4649;3462978;356915;241737;259066;2656827;14163045;241774
10;11;56700;56700;3122;0;2000;1110;-728;1838;1999;1838;0.05506172839506173;0.0003467372134038801;;563194;3791105;21869;3708387;988665;563100;578849;3690851;14100440;563137
11;10;60000;60000;741;0;1890;200;-1480;1677;1889;1680;0.01235;0.0003276666666666667;;134240;3623510;4666;4273706;196498;134145;144030;4256734;14869333;134183
12;9;63000;63000;464;0;1800;95;-1516;1610;1799;1611;0.007365079365079365;0.00031206349206349207;;84379;1479048;3762;4411682;107363;84284;97150;4393852;14195410;84321
13;8;64800;64800;1935;0;1750;634;-1005;1639;1749;1639;0.029861111111111113;0.0003033950617283951;;349264;3521457;4666;4499524;580708;349248;360073;4481028;15110518;349361
14;7;65625;65625;795;0;1728;303;-1197;1498;1727;1500;0.012114285714285715;0.0002995809523809524;;143911;3606451;27168;4848428;262060;143869;569183;4833305;16650200;143995
15;6;72000;72000;5515;0;1575;2515;1022;1488;1574;1493;0.07659722222222222;0.0002730555555555556;;994157;6433444;4442;5422744;2263577;994101;1725020;5405454;15869877;995599
16;5;75000;75000;1611;0;1512;551;-786;1336;1511;1337;0.02148;0.0002621333333333334;;290948;6772068;4666;6697693;605342;290883;583581;6694145;18033532;291035
17;4;75600;75600;8797;18;1500;4362;2943;1412;1499;1419;0.11636243386243386;0.0002600529100529101;;1585279;11611148;17186;11508251;5007133;1585183;2024509;6607820;16151660;1588880
18;3;81000;81000;10600;1333;1400;5685;4400;1278;1400;1285;0.1308641975308642;0.00024271604938271607;;1909982;28075934;1522270;24547343;13862980;1909965;2353765;6811187;16536497;1913325
19;2;87500;87500;367;653;653;82;-1004;1086;1296;1086;0.004194285714285715;0.0002246857142857143;;66841;814813784;595931072;10613333603;30007682;66825;74401;9086198;20830431;66863
20;1;94500;94500;154;0;0;0;-686;685;1200;686;0.0016296296296296295;0.00020804232804232805;;9223372036854775807;-9223372036854775808;9223372036854775807;-9223372036854775808;0;28490;36692;9209206;20168275;28527
;;113400000;;;;;19458;;;;40413;0.9882692063492063;0.007680922751322754;0.995950129100529
;;;;;;;-1.0769349367869256;;;;;
