ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;15750;15750;1827;0;7200;0;-6533;6553;7199;6533;0.116;0.0012482539682539683;;329827;336075;3664;148172;329885;329737;349353;3665;6634536;329800
2;19;18900;18900;1181;0;6000;0;-5494;5490;5999;5494;0.062486772486772486;0.0010402116402116403;;213605;222478;22655;437923;213606;213482;229267;21677;7205079;213513
3;18;22500;22500;3754;0;5040;1560;-3301;4849;5039;4861;0.16684444444444443;0.0008737777777777778;;676958;1237660;3642;658967;762781;676865;1028315;3670;7172544;676944
4;17;25200;25200;650;0;4500;0;-3853;3850;4499;3853;0.025793650793650792;0.0007801587301587302;;117869;124257;40654;1319255;117869;117774;455237;111670;7537027;117808
5;16;26250;26250;84;0;4320;0;-3697;3693;4319;3697;0.0032;0.000748952380952381;;15922;20329;4660;1463787;15986;15893;25733;6474;7706471;15917
6;15;28350;28350;3106;0;4000;2561;-1053;3600;3999;3614;0.10955908289241623;0.0006934744268077602;;560304;1732224;13642;1533780;762448;560209;1596145;352720;7520533;561395
7;14;37800;37800;2117;0;3000;1312;-1114;2421;2999;2426;0.056005291005291;0.0005201058201058201;;382175;1554407;258156;2080745;556939;382085;1068273;810379;9179130;382650
8;13;39375;39375;2559;0;2880;1401;-1187;2583;2879;2588;0.0649904761904762;0.0004993015873015873;;461741;2816072;27166;2346366;735757;461645;799365;1987458;9095068;462158
9;12;40000;40000;963;0;2835;422;-2132;2546;2834;2554;0.024075;0.0004915000000000001;;174195;2175103;3634;2822046;243715;174150;517152;2115117;9404585;174284
10;11;42000;42000;1858;0;2700;831;-1642;2462;2699;2473;0.044238095238095236;0.00046809523809523816;;335432;2824036;4666;3331794;514851;335338;1580679;2427861;9425013;336483
11;10;50000;50000;1553;0;2268;1149;-923;2063;2267;2072;0.03106;0.0003932;;280539;3933153;4354;3890946;617579;280445;1535480;3520068;11079338;281746
12;9;56250;56250;3421;0;2016;2397;544;1847;2015;1853;0.060817777777777776;0.00034951111111111114;;617016;4610553;49061;5007871;1398160;616923;963944;4897736;12011953;618891
13;8;60480;60480;2470;0;1875;1928;337;1584;1874;1591;0.04083994708994709;0.00032506613756613757;;445687;6649334;11868;6531948;1365987;445615;1135356;5292510;13010120;447204
14;7;65625;65625;1981;4;1728;1454;38;1408;1728;1416;0.030186666666666667;0.0002995809523809524;;357626;8113175;25731;10037421;1226668;357605;705457;7186462;13719836;359259
15;6;75000;75000;298;1;1512;149;-954;1097;1512;1103;0.003973333333333333;0.0002621333333333334;;54431;4750792;3693;13627941;178201;54415;64178;7552453;15642343;54449
16;5;78750;78750;963;2;1440;737;29;703;1440;708;0.012228571428571429;0.00024965079365079365;;174128;9188574;869874;17073329;773218;174112;1326569;8000035;15570436;175687
17;4;84000;84000;1555;4;1350;1144;115;1021;1350;1029;0.01851190476190476;0.00023404761904761908;;280822;8843700;344441;17982802;1357139;280802;1550811;8797852;16699641;283367
18;3;84375;84375;1587;19;1344;1155;151;1002;1344;1004;0.01880888888888889;0.00023300740740740743;;286584;9586878;27168;19018618;1553334;286565;624958;10227327;17178843;287406
19;2;90000;90000;6545;512;1260;4968;3908;1046;1260;1060;0.07272222222222222;0.00021844444444444445;;1179601;23882165;4190;22927904;11148634;1179582;2312409;10493924;17257852;1185601
20;1;94500;94500;2085;926;926;1230;624;602;1200;606;0.022063492063492063;0.00020804232804232805;;376342;113369750;107276142;4745840355;21902377;376322;389068;12804148;18644765;377026
;;113400000;;;;;24398;;;;50535;0.9844056172839506;0.01013651569664903;0.9945421329805997
;;;;;;;-1.071276334125748;;;;;
