ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;10000;10000;71;0;11345;0;-8475;9627;11339;8475;0.0071;0.0019660000000000003;;13612;14780;3822;25338;13672;13516;22151;3551;8819846;13516
2;19;33750;33750;201;0;3362;0;-2976;2974;3359;2976;0.005955555555555556;0.0005825185185185186;;37046;38216;5973;143482;37046;36956;57934;6124;13054338;36963
3;18;37800;37800;1502;0;3002;420;-2228;2624;2999;2648;0.039735449735449735;0.0005201058201058201;;271359;316960;5463;169363;274857;271266;316798;7868;13508462;271304
4;17;45000;45000;5180;0;2521;1440;-980;2379;2520;2420;0.11511111111111111;0.0004368888888888889;;933853;1239693;3761;356719;971681;933764;970747;247869;14288513;934207
5;16;45360;45360;1216;0;2501;280;-1851;2119;2500;2131;0.026807760141093474;0.0004334215167548501;;219883;1228702;11842;1391319;237632;219789;264329;1055082;14129914;219829
6;15;47250;47250;452;0;2401;40;-2086;2122;2400;2126;0.009566137566137566;0.0004160846560846561;;82220;103803;49642;1516700;82220;82125;106125;1117060;14384189;82163
7;14;52500;52500;2500;0;2161;761;-1221;1961;2160;1982;0.047619047619047616;0.0003744761904761905;;451116;972994;4612;1602076;485057;451020;481714;1594311;14874448;451060
8;13;54000;54000;384;0;2101;0;-1856;1849;2100;1856;0.0071111111111111115;0.00036407407407407406;;69980;71091;4649;2077990;69980;69885;92561;2069328;15070652;69921
9;12;60000;60000;12651;0;1891;5024;3144;1803;1890;1880;0.21085;0.0003276666666666667;;2300334;4275155;21950;2151239;2789320;2279408;2583943;2141881;13867442;2282809
10;11;60480;60480;2010;0;1876;843;-754;1577;1875;1597;0.033234126984126984;0.00032506613756613757;;362915;4432563;11868;4509649;592763;362824;392941;4445320;15626784;362977
11;10;65625;65625;1681;0;1729;567;-999;1547;1728;1566;0.025615238095238094;0.0002995809523809524;;303570;4633892;27166;4825977;496532;303480;374108;4810928;16649627;303609
12;9;67500;67500;3829;0;1681;1291;-184;1456;1680;1475;0.05672592592592592;0.0002912592592592593;;690456;5250718;135738;5144939;1006195;690361;725311;4129593;16012233;691569
13;8;70875;70875;5200;0;1601;2213;749;1423;1600;1464;0.07336860670194004;0.0002773897707231041;;937462;6840859;27166;5929092;1810711;937369;982153;4340164;17295566;938757
14;7;72000;72000;3989;0;1575;1760;412;1325;1575;1348;0.05540277777777778;0.0002730555555555556;;719359;7583101;4666;6848145;1174302;719277;757831;6067989;17104251;720506
15;6;81000;81000;254;0;1400;83;-1016;1098;1400;1099;0.0031358024691358023;0.00024271604938271607;;46588;4866122;4666;7865418;71519;46493;67467;6824153;19086169;46536
16;5;84375;84375;1181;0;1344;443;-660;1094;1344;1103;0.013997037037037037;0.00023300740740740743;;213576;7733082;27166;7909766;518165;213482;238651;6875370;19933121;213527
17;4;87500;87500;14909;102;1296;6151;4832;1232;1296;1319;0.17038857142857142;0.0002246857142857143;;2707129;19239912;4666;9406451;8789559;2686079;3060909;6516931;18645083;2691441
18;3;90000;90000;2878;316;1260;1326;587;716;1260;739;0.03197777777777778;0.00021844444444444445;;519074;21986509;960303;31363998;3484017;519055;824991;8764597;19018198;520962
19;2;94500;94500;4170;968;1200;1978;1037;917;1200;941;0.044126984126984126;0.00020804232804232805;;751867;60179599;11341;74034255;12240567;751849;787717;8475130;21432833;753076
20;1;100000;100000;965;608;608;276;-516;787;1134;792;0.00965;0.0001966;;174485;485567474;453537591;9743801410;32823328;174507;195665;10136385;22426596;174643
;;113441119;;;;;24896;;;;39937;0.9874790211640213;0.008211083950617287;0.9956901051146386
;;;;;;;-0.6041532776349614;;;;;
