ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;20000;20000;854;0;5672;0;-4921;4927;5669;4921;0.0427;0.0009830000000000001;;154559;155781;3798;184673;154619;154494;167263;3640;10070091;154531
2;19;25200;25200;2177;0;4502;450;-3601;4043;4500;4051;0.08638888888888889;0.0007801587301587302;;392971;560844;3668;312146;409192;392880;562800;3647;10935680;392917
3;18;26250;26250;59;0;4322;0;-3715;3715;4320;3715;0.0022476190476190478;0.000748952380952381;;11483;12592;6363;581449;11483;11388;22930;5557;11109741;11388
4;17;35000;35000;351;0;3242;0;-2764;2763;3240;2764;0.010028571428571428;0.0005617142857142857;;64047;68165;4638;595887;64047;63952;71818;3647;12617181;63986
5;16;37800;37800;3187;0;3001;900;-1892;2782;3000;2792;0.08431216931216931;0.0005201058201058201;;574890;807137;5488;780045;606869;574795;758517;220725;12542602;574833
6;15;45000;45000;552;0;2521;30;-2242;2269;2520;2272;0.012266666666666667;0.0004368888888888889;;100223;262592;3805;1240886;101776;100128;572266;644477;13734751;100165
7;14;45360;45360;912;0;2501;80;-2118;2192;2500;2198;0.020105820105820106;0.0004334215167548501;;165027;328360;11859;1397083;167097;164932;731811;1334638;13630705;165090
8;13;47250;47250;5323;0;2401;2300;4;2288;2400;2296;0.11265608465608466;0.0004160846560846561;;959613;1707602;49666;1512744;1134428;959557;1535620;1079140;13005436;960213
9;12;52500;52500;1860;0;2161;212;-1702;1911;2160;1914;0.03542857142857143;0.0003744761904761905;;335789;899796;88388;2475624;361921;335696;743393;1464124;13612860;335845
10;11;54000;54000;2106;0;2101;618;-1338;1950;2100;1956;0.039;0.00036407407407407406;;380192;2543450;4650;2814855;449409;380098;1363454;1885365;13867393;381011
11;10;56700;56700;3959;0;2001;1548;-285;1818;2000;1833;0.06982363315696649;0.0003467372134038801;;713878;3268809;22668;3198428;1046012;713791;1278973;2974910;14004436;715464
12;9;60000;60000;3342;0;1891;1345;-334;1675;1890;1679;0.0557;0.0003276666666666667;;602787;3909663;163063;4079793;1045416;602694;1754119;3240436;15415023;604017
13;8;64800;64800;1506;0;1751;396;-1084;1473;1750;1480;0.023240740740740742;0.0003033950617283951;;272021;1827391;40666;5105434;369884;271979;841137;3986893;15697691;272932
14;7;70875;70875;2447;0;1601;806;-665;1462;1600;1471;0.03452557319223986;0.0002773897707231041;;441579;2644869;27166;5381078;660467;441485;1094054;4975001;16392090;442944
15;6;72000;72000;7657;0;1575;3737;2244;1473;1575;1493;0.10634722222222222;0.0002730555555555556;;1379952;7226770;4666;5826014;3048323;1379859;2029282;5699535;16279452;1384214
16;5;75600;75600;373;0;1500;134;-1061;1195;1500;1195;0.004933862433862434;0.0002600529100529101;;68008;3583612;1016780;8084809;131562;67913;76757;6953187;16515738;67951
17;4;87500;87500;29;0;1296;10;-1049;1058;1296;1059;0.00033142857142857144;0.0002246857142857143;;6077;5746514;72836;8083567;38370;5982;565132;7754539;20622393;6139
18;3;90000;90000;5503;5;1260;2278;1200;1066;1260;1078;0.061144444444444446;0.00021844444444444445;;991999;9287261;109149;8216412;2510351;991904;2157583;7200436;19727717;995972
19;2;94500;94500;14800;528;1200;7315;6168;1096;1200;1147;0.15661375661375662;0.00020804232804232805;;3588988;21245530;4119;20047299;12907649;2666425;3327340;8007281;18110576;2679336
20;1;100000;100000;2961;961;961;1146;233;910;1134;913;0.02961;0.0001966;;534018;102089160;77973257;3200868642;21131101;534000;939179;10154300;22779358;534987
;;113438716;;;;;23305;;;;42227;0.987405052910053;0.008254946208112877;0.9956599991181658
;;;;;;;-0.8119287706500751;;;;;
