ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;18900;18900;870;0;6002;0;-5432;5469;6000;5432;0.046031746031746035;0.0010402116402116403;;157492;158627;4638;171666;157492;157336;174535;3665;8310073;157405
2;19;28350;28350;2492;0;4002;0;-3708;3708;4000;3708;0.08790123456790123;0.0006934744268077602;;449666;460345;13194;332337;450109;449575;469244;12640;10323436;449615
3;18;30240;30240;993;0;3751;1;-3484;3482;3750;3485;0.03283730158730159;0.0006501322751322751;;179729;186393;11861;779665;179731;179635;347404;132580;10481952;179674
4;17;33750;33750;6588;0;3361;2160;-1063;3214;3360;3223;0.1952;0.0005825185185185186;;1187429;2012262;6233;823407;1391707;1187334;1373957;6001;9922862;1188133
5;16;35000;35000;1603;0;3241;420;-2583;2999;3240;3003;0.0458;0.0005617142857142857;;289532;2106781;4406;2014002;348404;289438;748318;306235;10130635;289475
6;15;42000;42000;2428;0;2701;700;-1781;2479;2700;2481;0.05780952380952381;0.00046809523809523816;;438114;2746405;4310;2306636;616711;438066;605826;666470;11018454;438104
7;14;45000;45000;2478;0;2521;930;-1468;2394;2520;2398;0.05506666666666667;0.0004368888888888889;;447134;1710718;3946;2755550;575272;447059;616581;2738501;11478082;447099
8;13;45360;45360;4277;0;2501;1852;-481;2329;2500;2333;0.09429012345679012;0.0004334215167548501;;771204;3982988;11849;3201356;1299278;771110;940383;2789029;11245031;771796
9;12;50400;50400;120;0;2251;30;-1993;2020;2250;2023;0.002380952380952381;0.0003900793650793651;;22415;1741595;40666;4212436;34997;22370;187528;3527020;12187512;22408
10;11;52500;52500;2939;0;2161;1221;-750;1968;2160;1971;0.05598095238095238;0.0003744761904761905;;530132;4698569;94666;4171942;890547;530074;704335;3806147;12572793;530386
11;10;56700;56700;1666;0;2001;640;-1019;1655;2000;1659;0.029382716049382716;0.0003467372134038801;;300871;3832194;621029;4775816;510622;300777;465891;3385244;13547052;300930
12;9;60000;60000;509;0;1891;286;-1474;1760;1890;1760;0.008483333333333334;0.0003276666666666667;;92439;1934932;3862;5005555;184591;92393;108661;4988660;14061172;92431
13;8;60480;60480;3083;0;1875;1524;-109;1629;1875;1633;0.0509755291005291;0.00032506613756613757;;556173;5686144;195662;5101638;1288997;556078;1017579;5084080;13838392;557032
14;7;64800;64800;818;5;1750;339;-1140;1477;1750;1479;0.012623456790123456;0.0003033950617283951;;148112;6471848;4666;10208914;305391;148017;322498;5423785;14789651;148137
15;6;65625;65625;2486;3;1728;1405;-123;1524;1728;1528;0.03788190476190476;0.0002995809523809524;;448600;8575237;27166;13925716;1367879;448504;1071651;5134495;15390436;449259
16;5;67500;67500;45;10;1680;25;-1222;1244;1680;1247;0.0006666666666666666;0.0002912592592592593;;8888;1450433;38952;14843037;17183;8872;19172;6866938;14506013;8894
17;4;70875;70875;828;10;1600;463;-813;1275;1600;1276;0.011682539682539683;0.0002773897707231041;;149897;8125367;27168;14867454;551876;149802;320608;6993357;15935504;149937
18;3;75600;75600;401;12;1500;214;-919;1132;1500;1133;0.005304232804232804;0.0002600529100529101;;72961;5823415;202028;16077449;230926;72945;83013;8601901;16032211;72979
19;2;90000;90000;9358;84;1260;4972;3773;1184;1260;1199;0.10397777777777778;0.00021844444444444445;;1686374;16838378;456158;17813227;8773111;1686280;3813395;8066778;17887349;1692713
20;1;100000;100000;5278;1035;1035;2620;1582;1033;1134;1038;0.05278;0.0001966;;951428;64402052;42864573;1815414683;19672214;951410;1576439;11544501;20859797;953249
;;113432480;;;;;19802;;;;44009;0.9870566578483244;0.008477204761904762;0.9955338626102291
;;;;;;;-1.2224522775477225;;;;;
