ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;18900;18900;305;0;6002;0;-5156;5235;5999;5156;0.016137566137566138;0.0010402116402116403;;55738;56906;5480;171578;55798;55641;69343;4750;9182387;55664
2;19;25200;25200;928;0;4502;0;-3967;3966;4499;3967;0.036825396825396824;0.0007801587301587302;;167930;173026;5409;215170;167930;167805;184313;4602;10332536;167894
3;18;28350;28350;810;0;4002;0;-3553;3551;4000;3553;0.02857142857142857;0.0006934744268077602;;146697;152693;13661;390409;146697;146572;169268;12666;11666613;146610
4;17;33750;33750;568;0;3362;0;-2882;2880;3360;2882;0.01682962962962963;0.0005825185185185186;;103096;107136;5436;409086;103096;103001;279929;5007;12531922;103037
5;16;37800;37800;1326;0;3001;60;-2648;2708;3000;2708;0.03507936507936508;0.0005201058201058201;;239671;355208;64213;611312;241690;239577;258351;426458;13017733;239614
6;15;40000;40000;2245;0;2836;710;-1817;2514;2835;2527;0.056125;0.0004915000000000001;;405216;1043866;3587;758030;456281;405120;648994;3670;13004946;405361
7;14;42000;42000;550;0;2701;5;-2313;2315;2700;2318;0.013095238095238096;0.00046809523809523816;;99866;512916;4642;1166403;99915;99771;345177;862827;13261322;99809
8;13;50400;50400;1104;0;2251;185;-1780;1963;2250;1965;0.021904761904761906;0.0003900793650793651;;199721;768176;212296;1269613;220983;199627;274212;1257264;14569918;199665
9;12;54000;54000;4713;0;2101;1065;-876;1922;2100;1941;0.08727777777777777;0.00036407407407407406;;849693;1802196;4649;1472603;979391;849637;1096832;1459678;14364366;851240
10;11;56250;56250;2755;0;2017;902;-853;1745;2016;1755;0.04897777777777778;0.00034951111111111114;;497016;2709518;4649;2325623;683669;496923;716666;2007644;15502950;497713
11;10;56700;56700;4715;0;2001;1424;-387;1803;2000;1811;0.08315696649029983;0.0003467372134038801;;850050;3530373;232978;2827810;1172127;849956;1029272;2811822;13911957;850988
12;9;60480;60480;8471;0;1876;3742;1967;1749;1875;1775;0.14006283068783068;0.00032506613756613757;;1526592;5281902;11868;3903005;2514190;1526499;2050345;2384283;14395611;1530232
13;8;67500;67500;1543;0;1681;534;-834;1362;1680;1368;0.02285925925925926;0.0002912592592592593;;278737;5348856;111897;5611716;501678;278643;911982;4252041;16945231;279403
14;7;70000;70000;180;0;1621;50;-1314;1362;1620;1364;0.0025714285714285713;0.00028085714285714286;;33202;4014900;4666;5893858;54258;33165;208630;4670684;16993095;33203
15;6;70875;70875;7508;0;1600;3128;1661;1447;1600;1467;0.10593298059964727;0.0002773897707231041;;1353143;7249296;27166;5930582;2774349;1353050;1992100;4847792;15918693;1356474
16;5;72000;72000;625;0;1575;217;-1082;1295;1575;1299;0.008680555555555556;0.0002730555555555556;;113364;5845936;4473;8220151;216953;113269;269234;6622062;16505870;113391
17;4;75600;75600;5395;0;1500;2209;1066;1137;1500;1143;0.07136243386243386;0.0002600529100529101;;972567;8906929;516388;8337109;2323959;972474;1193515;6555637;16619038;974280
18;3;78750;78750;454;5;1440;170;-929;1097;1440;1099;0.005765079365079365;0.00024965079365079365;;82498;8793686;4666;9694415;269196;82482;326688;6689002;18432951;82622
19;2;84000;84000;4000;37;1350;1676;572;1093;1350;1104;0.047619047619047616;0.00023404761904761908;;721267;10050369;108842;17942433;2728916;721249;938163;7634721;18895268;722709
20;1;100000;100000;13826;1098;1098;5736;4637;1068;1134;1099;0.13826;0.0001966;;2491005;38515246;18773489;661329281;18562207;2491023;3134876;9063302;21455981;2498167
;;113438346;;;;;21813;;;;42301;0.9870945238095239;0.00841444532627866;0.9955089691358026
;;;;;;;-0.9392564067299317;;;;;
